Job ID,Date,Status,Requirements,Company,Title,Job Link,Location,Pay,Job Type
10366441,2025-12-27 15:13:49,Skipped,,GoFundMe,Frontend Software Engineering Intern ,https://app.joinhandshake.com/jobs/10366441,"San Francisco, CA",$35/hr,
10512026,2025-12-27 15:13:51,External,,Roman Health Ventures (Ro),Backend Engineering Fellow - Summer 2026,https://app.joinhandshake.com/jobs/10512026,"New York, NY",$45/hr,
10269447,2025-12-27 15:14:16,External,,VanEck,AI/ML Researcher Intern,https://app.joinhandshake.com/jobs/10269447,"New York, NY",$25–32/hr,
10291464,2025-12-27 15:14:19,External,,Yamaha Corporation,"Software Engineering Intern, Summer 2026",https://app.joinhandshake.com/jobs/10291464,"浜松市, Shizuoka",$48/hr∙Internship∙May 10–Aug 13,
10502370,2025-12-27 15:14:21,External,,Citi,"Technology, Application Development, Summer Analyst, New York/New Jersey - USA, 2026",https://app.joinhandshake.com/jobs/10502370,"New York, NY + 1",$80–110K/yr,
10573297,2025-12-27 15:14:23,External,,Isuzu North America Corporation,AI & Autonomous Intern,https://app.joinhandshake.com/jobs/10573297,"Plymouth, MI",$20–30/hr,
10588120,2025-12-27 15:14:49,External,,"Chesapeake Research Consortium, Inc.",Computer Science Internship,https://app.joinhandshake.com/jobs/10588120,"Annapolis, MD","$6,500/yr",
10276288,2025-12-27 15:15:37,Skipped,,Cboe,"Machine Learning Intern, Regulatory",https://app.joinhandshake.com/jobs/10276288,"Chicago, IL",$25–36/hr,
10281746,2025-12-27 15:15:39,External,,Vertiv,Software Engineering Internship (Summer 2026),https://app.joinhandshake.com/jobs/10281746,"Delaware, OH",$42/hr∙Internship∙May 31–Aug 20,
10209807,2025-12-27 15:15:42,Skipped,,Newrez,2026 Summer Internship - Software Engineering,https://app.joinhandshake.com/jobs/10209807,"Coppell, TX",$20–40/hr∙Internship∙May 17–Sep 10,
10596548,2025-12-27 15:15:44,No Button,,Skylark Labs,Part-Time Hands-On Robotics Builder (Paid),https://app.joinhandshake.com/jobs/10596548,"Menlo Park, CA",$15–20/hr,
10251171,2025-12-27 15:15:46,External,,GP Fund Solutions,Computer Science Intern - Summer 2026,https://app.joinhandshake.com/jobs/10251171,"Latham, NY",$18/hr,
10509016,2025-12-27 15:15:49,Skipped,,Trane Technologies,Controls Software Test Intern,https://app.joinhandshake.com/jobs/10509016,"Clarksville, TN",$15–30/yr,
10564679,2025-12-27 15:15:51,External,,Draper,"GN&C Modeling, Simulation and Analysis Summer Intern",https://app.joinhandshake.com/jobs/10564679,"Cambridge, MA",$28–40/hr,
10574480,2025-12-27 15:15:54,APPLIED,Resume Only,Liba Space,Data Engineer Intern,https://app.joinhandshake.com/jobs/10574480,Remote,$18/hr∙Internship∙Jun 1–Aug 20,
10546755,2025-12-27 15:16:23,Saved,"Other Docs, Document Selector (search your other documents)",BrainMind,Mind Science Fellowship Program,https://app.joinhandshake.com/jobs/10546755,"Menlo Park, CA",$32.28/hr∙Full-time job,
10418540,2025-12-27 15:16:48,Saved,"Cover Letter, Document Selector (search your cover letters)",Token Metrics,QA Engineer Internship (Unpaid),https://app.joinhandshake.com/jobs/10418540,Remote,$1–5K/mo∙Internship∙Sep 14–Mar 12,
10582672,2025-12-27 15:17:09,External,,EchoStar,Product Innovation Intern,https://app.joinhandshake.com/jobs/10582672,"Littleton, CO",$18–30/hr,
10070168,2025-12-27 15:17:12,Skipped,,Reality Defender,Applied Scientist Intern (Audio),https://app.joinhandshake.com/jobs/10070168,Remote,$5–6K/mo,
10546681,2025-12-27 15:21:43,Saved,"Cover Letter, Document Selector (search your cover letters)",Blueberries,ML/AI and Data Engineer,https://app.joinhandshake.com/jobs/10546681,Remote,$65–130K/yr∙Full-time job,
10503809,2025-12-27 15:21:50,Failed,Click Intercepted Loop,Handshake AI,AI Trainer (No experience required),https://app.joinhandshake.com/jobs/10503809,Remote,$65–130K/yr∙Full-time job,
10538698,2025-12-27 15:22:00,Saved,"Cover Letter, Document Selector (search your cover letters)",Thrive Entertainment,AI Startup Intern,https://app.joinhandshake.com/jobs/10538698,Remote,$250/yr,
10577580,2025-12-27 15:22:06,Failed,Click Intercepted Loop,Equity Union Real Estate,AI Programming & Engineering,https://app.joinhandshake.com/jobs/10577580,"Remote or Sherman Oaks, CA",$250/yr,
10580876,2025-12-27 15:22:16,Saved,"Cover Letter, Document Selector (search your cover letters)",Qidds Inc.,Full Stack AI Developer,https://app.joinhandshake.com/jobs/10580876,Remote,$15–20/hr,
10584066,2025-12-27 15:22:22,Failed,Click Intercepted Loop,Julius Education,Spring 2026 Agentic AI Intern,https://app.joinhandshake.com/jobs/10584066,"Remote or New York, NY",$15–20/hr,
10595527,2025-12-27 15:22:32,Saved,"Transcript, Document Selector (search your transcripts)","Entorno Law, LLP",Artificial Intelligence Intern,https://app.joinhandshake.com/jobs/10595527,Remote,$60–70K/yr∙Fellowship∙Jan 4–Feb 9,
10537821,2025-12-27 15:22:38,Failed,Click Intercepted Loop,SailPoint,Product Management Intern,https://app.joinhandshake.com/jobs/10537821,"Remote or Austin, TX",$60–70K/yr∙Fellowship∙Jan 4–Feb 9,
10070177,2025-12-27 15:22:47,APPLIED,Resume Only,Reality Defender,Computer Vision Intern,https://app.joinhandshake.com/jobs/10070177,Remote,$5–6K/mo,
10203802,2025-12-27 15:22:54,Saved,"Cover Letter, Document Selector (search your cover letters)",Bilin Technology,AI Agent Development Intern,https://app.joinhandshake.com/jobs/10203802,Remote,$15–20/hr,
10589154,2025-12-27 15:23:00,Failed,Click Intercepted Loop,"Engage, The Foundation",AI Automations Activator,https://app.joinhandshake.com/jobs/10589154,Remote,$15–20/hr,
10300873,2025-12-27 15:23:09,Saved,"Cover Letter, Transcript, Document Selector (search your transcripts)",Clean Community Inc,Software Developer Intern(paid/remote),https://app.joinhandshake.com/jobs/10300873,Remote,$15/hr,
10228493,2025-12-28 21:28:26,Saved,"Other Docs, Document Selector (search your other documents)",CommitAI,Tech Lead - Internship/ Consultant (AI/ML + Mobile Apps),https://app.joinhandshake.com/jobs/10228493,Remote,$500/mo,
10035134,2025-12-28 21:28:30,Saved,"Other Docs, Document Selector (search your other documents)",CommitAI,Backend Dev,https://app.joinhandshake.com/jobs/10035134,Remote,$300/mo,
10558139,2025-12-28 21:28:34,Saved,"Cover Letter, Transcript, Document Selector (search your transcripts)",Growth Valley Community,Intern Program Management,https://app.joinhandshake.com/jobs/10558139,Remote,$30–40/hr,
10227477,2025-12-28 21:28:43,Skipped,,MyDataProduct,QA Engineering Intern,https://app.joinhandshake.com/jobs/10227477,Remote,$1–5K/mo,
9975275,2025-12-28 21:28:45,External,,Root Insurance,2026 Summer - Data Science Intern,https://app.joinhandshake.com/jobs/9975275,Remote,$45/hr,
10593030,2025-12-28 21:28:47,External,,Eagle River Water and Sanitation District,Microsoft Power Platform & Automation Intern,https://app.joinhandshake.com/jobs/10593030,Remote,$23.96–39.55/hr,
10538186,2025-12-28 21:28:50,External,,EHS Support LLC,2026 Summer Internship,https://app.joinhandshake.com/jobs/10538186,Remote,$25/hr,
10596571,2025-12-28 21:28:52,Saved,"Transcript, Document Selector (search your transcripts)","MEMX, LLC",Information Security Intern Spring 2026,https://app.joinhandshake.com/jobs/10596571,"Remote or New York, NY + 1",$30/hr,
10574698,2025-12-28 21:28:57,Saved,"Cover Letter, Document Selector (search your cover letters)",Macaw Security,Product Marketing Manager Internship,https://app.joinhandshake.com/jobs/10574698,Remote,$15–20/hr,
10511376,2025-12-28 21:29:00,Saved,"Cover Letter, Document Selector (search your cover letters)",Coach Kee's 360 Training,IT Intern (Website & SEO Support),https://app.joinhandshake.com/jobs/10511376,Remote,$1–500/mo,
10581215,2025-12-28 21:29:03,APPLIED,Resume Only,MyStage,Blockchain Data Engineer,https://app.joinhandshake.com/jobs/10581215,Remote,$20–30/hr,
10552641,2025-12-28 21:29:11,Saved,"Other Docs, Document Selector (search your other documents)",Opportunity Knocks,Quality Assurance Intern,https://app.joinhandshake.com/jobs/10552641,Remote,$15–20/hr∙Internship,
10538412,2025-12-28 21:29:14,Saved,"Cover Letter, Transcript, Document Selector (search your transcripts)",PayrAdvisors Consulting Group,Healthcare Consulting Intern,https://app.joinhandshake.com/jobs/10538412,Remote,$15–22/hr,
10040169,2025-12-28 21:29:17,Saved,"Cover Letter, Document Selector (search your cover letters)",OMEDZA,Software Quality Assurance (QA) Tester Intern – Remote,https://app.joinhandshake.com/jobs/10040169,Remote,$15–20/hr,
10115599,2025-12-28 21:29:20,Saved,"Other Docs, Document Selector (search your other documents)",Dollar Donation Club,AI Workflow Optimization Intern,https://app.joinhandshake.com/jobs/10115599,"Remote or Austin, TX",$1K/mo,
10349889,2025-12-28 21:29:30,External,,Injobnito,Strategy And Analytics Intern (Summer 2026),https://app.joinhandshake.com/jobs/10349889,Remote,$20–30/hr,
10298449,2025-12-28 21:29:32,External,,"Classavo (interactiveX, Inc.)",Software Developer Intern,https://app.joinhandshake.com/jobs/10298449,"Remote or Buffalo, NY",$15–20/hr,
10591221,2025-12-28 21:29:34,External,,"Lewis & Ellis, Inc.",Summer 2026 Actuarial Intern - Property and Casualty - Remote,https://app.joinhandshake.com/jobs/10591221,Remote,$20–25/hr,
10552657,2025-12-28 21:29:36,Saved,"Cover Letter, Other Docs, Document Selector (search your other documents)",Unstuck Engine,UI Design Intern,https://app.joinhandshake.com/jobs/10552657,Remote,$15–20/hr∙Internship∙Dec 21–Jan 29,
10574603,2025-12-28 21:29:39,Saved,"Cover Letter, Document Selector (search your cover letters)",Kingdom Culture Agency,Web Designer Intern,https://app.joinhandshake.com/jobs/10574603,"Remote or Nashville, TN",$20–30/hr∙Part-time job∙Aug 15–Aug 16,
10595855,2025-12-28 21:29:42,Saved,"Cover Letter, Transcript, Document Selector (search your transcripts)",Korea Search Investment Partners LLC,Private Equity Intern,https://app.joinhandshake.com/jobs/10595855,Remote,,
10546079,2025-12-28 21:29:45,Saved,"Cover Letter, Document Selector (search your cover letters)",Brait Capital,Commercial Real Estate Intern,https://app.joinhandshake.com/jobs/10546079,Remote,$18–22/hr∙Internship,
10576084,2025-12-28 21:29:48,APPLIED,Resume Only,Ivorie,Growth Marketing Intern,https://app.joinhandshake.com/jobs/10576084,Remote,$20–30/hr,
10545054,2025-12-28 21:56:52,Skipped,,Applied Economics Clinic,Research Assistant,https://app.joinhandshake.com/jobs/10545054,Remote,$28–33/hr,
10049908,2025-12-28 21:56:55,APPLIED,Resume Only,Shepherd Ventures,Financial Quant Internship (D),https://app.joinhandshake.com/jobs/10049908,Remote,$9K+/mo∙Internship∙May 25–Aug 6,
9635456,2025-12-28 21:57:02,Saved,"Transcript, Other Docs, Document Selector (search your other documents)","NextLabs, Inc.",Software Engineer Intern,https://app.joinhandshake.com/jobs/9635456,Remote,$12–20/hr,
9663461,2025-12-28 21:57:06,Saved,"Transcript, Document Selector (search your transcripts)",Legal AI Research Development Internship,Legal AI Research Development Internship,https://app.joinhandshake.com/jobs/9663461,Remote,$1–2K/mo,
10525558,2025-12-28 21:57:09,External,,Maxinsights,Backend Software Intern,https://app.joinhandshake.com/jobs/10525558,"Remote or Santa Clara, CA",$15–20/hr,
10056498,2025-12-28 21:57:11,APPLIED,Resume Only,Code Platoon,"Software Development Teaching Assistant, Fall 2025, Winter 2026",https://app.joinhandshake.com/jobs/10056498,Remote,"$2,500/yr",
10532079,2025-12-28 21:57:25,External,,Energy Solutions,Energy Solutions Summer 2026 Internships,https://app.joinhandshake.com/jobs/10532079,Remote,$21–24/hr,
10578344,2025-12-28 21:57:27,Saved,"Cover Letter, Document Selector (search your cover letters)",R.L. Baxter Building Corp.,Real Estate Development Intern,https://app.joinhandshake.com/jobs/10578344,Remote,$20–30/hr,
10586814,2025-12-28 21:57:30,APPLIED,Resume Only,Julius Education,Spring Analyst Internship,https://app.joinhandshake.com/jobs/10586814,"Remote or New York, NY",$20/hr,
10035023,2025-12-28 21:57:38,No Button,,iOS Developer,iOS Developer,https://app.joinhandshake.com/jobs/10035023,Remote,$20–30/hr,
10536503,2025-12-28 21:57:40,APPLIED,Resume Only,Notate Flow,Emotional Speech Research Assistant,https://app.joinhandshake.com/jobs/10536503,Remote,$10–15/hr,
10031962,2025-12-28 21:57:47,Skipped,,"Clinpharma Clinical Research, LLC",Physics Engineering Intern,https://app.joinhandshake.com/jobs/10031962,"Remote or Princeton, NJ",$10–15/hr,
10582810,2025-12-28 21:57:49,Saved,"Cover Letter, Document Selector (search your cover letters)",Pearl Lemon,Bug Tester (QA Tester),https://app.joinhandshake.com/jobs/10582810,Remote,$100–200/mo,
10201002,2025-12-28 21:57:53,APPLIED,Resume Only,"Startup Growth Hacker (AI, Creator Economy)","Startup Growth Hacker (AI, Creator Economy)",https://app.joinhandshake.com/jobs/10201002,Remote,$20–30/hr∙Internship,
10182146,2025-12-28 21:58:00,APPLIED,Resume Only,Gladiator Enterprises,Research & Data Analyst Intern,https://app.joinhandshake.com/jobs/10182146,"Remote or Washington, DC + 7",$50–500/hr,
10548723,2025-12-28 21:58:08,Saved,"Cover Letter, Document Selector (search your cover letters)",Atidot,Content Marketing Intern,https://app.joinhandshake.com/jobs/10548723,Remote,$10–15/hr,
10545188,2025-12-28 21:58:11,Saved,"Cover Letter, Transcript, Document Selector (search your transcripts)",Attention,Nonprofit Intern,https://app.joinhandshake.com/jobs/10545188,Remote,$7.25–10/hr∙Internship,
10483211,2025-12-28 21:58:14,Saved,"Cover Letter, Document Selector (search your cover letters)",fAIshion Inc,AI Stylist App Developer- fullstack only,https://app.joinhandshake.com/jobs/10483211,Remote,$300/mo∙Internship∙Dec 14–Feb 14,
10537789,2025-12-28 21:58:17,Saved,"Cover Letter, Document Selector (search your cover letters)",Black Fortitude Consulting,Government Contracting & Business Development Intern,https://app.joinhandshake.com/jobs/10537789,Remote,$20/hr∙Internship,
10568396,2025-12-28 21:58:20,External,,VSC,Remote: Public Relations Intern,https://app.joinhandshake.com/jobs/10568396,Remote,$25/hr,
10069566,2025-12-28 21:58:22,Skipped,,Shepherd Ventures,Financial Quantitative Analyst (E),https://app.joinhandshake.com/jobs/10069566,Remote,$25K/mo∙Internship∙May 31–Aug 30,
10570888,2025-12-28 21:58:24,External,,Social Science Research Internship,Social Science Research Internship,https://app.joinhandshake.com/jobs/10570888,Remote,$20–30/hr,
10539798,2025-12-28 21:58:26,Saved,"Cover Letter, Document Selector (search your cover letters)",Larson International Group,Business Development Analyst,https://app.joinhandshake.com/jobs/10539798,"Remote or New York, NY",$15–25/hr,
10592988,2025-12-28 21:58:36,External,,Policy Intern,Policy Intern,https://app.joinhandshake.com/jobs/10592988,Remote,$17.95–20/hr,
10311966,2025-12-28 21:58:38,Saved,"Cover Letter, Document Selector (search your cover letters)",Hightainment Corporation,Campus Ambassador,https://app.joinhandshake.com/jobs/10311966,"Remote or New York, NY",$16–28/hr,
10561809,2025-12-28 21:58:41,APPLIED,Resume Only,Resilient Cognitive Solutions,Associate Cognitive Systems Engineer (Internship),https://app.joinhandshake.com/jobs/10561809,"Remote or Pittsburgh, PA",$80–100K/yr∙Full-time job,
10579777,2025-12-28 21:58:49,APPLIED,Resume Only,Velvet and Iron LLC,Digital Marketing Intern,https://app.joinhandshake.com/jobs/10579777,Remote,$15/hr,
10591567,2025-12-28 21:58:56,Skipped,,ArchitectNow,Software Engineer Intern,https://app.joinhandshake.com/jobs/10591567,Remote,$20–30/hr,
9681059,2025-12-28 21:58:58,APPLIED,Resume Only,Inventa B-Corp,Product Engineering Gladiators,https://app.joinhandshake.com/jobs/9681059,Remote,$20–30/hr∙Internship∙May 2–Aug 2,
10154858,2025-12-28 21:59:06,APPLIED,Resume Only,Conocer Digital Holdings,"Marketing, Operations and Tech/AI Interns for Startup in Media",https://app.joinhandshake.com/jobs/10154858,Remote,$7.25–10/hr,
10288209,2025-12-28 21:59:13,APPLIED,Resume Only,Web Designer,Web Designer,https://app.joinhandshake.com/jobs/10288209,Remote,$20–35/hr,
10576441,2025-12-28 21:59:21,External,,"CrowdStrike, Inc.",Malware Triage Intern - Summer 2026 (Remote),https://app.joinhandshake.com/jobs/10576441,Remote,$30/hr,
10581659,2025-12-28 21:59:23,External,,Born This Way Foundation,Research Intern,https://app.joinhandshake.com/jobs/10581659,Remote,"$2,500/yr",
10194974,2025-12-28 21:59:25,External,,IBSS,Software Engineering and Research Intern,https://app.joinhandshake.com/jobs/10194974,Remote,$18/hr,
10100696,2025-12-28 21:59:27,External,,GOALOOP - Connecting the World through Goals®,Software Developer + AI Intern,https://app.joinhandshake.com/jobs/10100696,"Remote or New York, NY",$1–2K/mo,
10558614,2025-12-28 21:59:29,External,,"University of Washington, Harborview Injury Prevention & Research Center",INSIGHT Research Intern - Summer 2026,https://app.joinhandshake.com/jobs/10558614,Remote,$4K/yr,
10037876,2025-12-28 21:59:31,External,,Next Play Games,Software Engineer Internship,https://app.joinhandshake.com/jobs/10037876,Remote,$10K/mo∙Internship∙Apr 30–Sep 14,
10531399,2025-12-28 21:59:33,APPLIED,Resume Only,Wix Web Design Intern,Wix Web Design Intern,https://app.joinhandshake.com/jobs/10531399,Remote,$10–20/hr,
10261865,2025-12-28 21:59:41,External,,Atlassian,"Data Engineer Intern, 2026 Summer U.S.",https://app.joinhandshake.com/jobs/10261865,"Remote or Seattle, WA",$43–58/hr,
10071971,2025-12-28 21:59:43,APPLIED,Resume Only,Market Research Intern,Market Research Intern,https://app.joinhandshake.com/jobs/10071971,Remote,$1K/yr,
10547366,2025-12-28 21:59:50,APPLIED,Resume Only,Marketing Intern,Marketing Intern,https://app.joinhandshake.com/jobs/10547366,Remote,$15–20/hr,
10597278,2025-12-28 21:59:58,Saved,"Cover Letter, Document Selector (search your cover letters)",Serable LLC,Recruitment Intern,https://app.joinhandshake.com/jobs/10597278,Remote,$20–25/hr,
10591630,2025-12-28 22:00:01,External,,Rkube LLC,iOS App Developer,https://app.joinhandshake.com/jobs/10591630,Remote,$30–60/hr,
10087265,2025-12-28 22:00:03,APPLIED,Resume Only,Intelligence Cubed,"PhD / Researcher Fellowship, AI, Machine Learning",https://app.joinhandshake.com/jobs/10087265,Remote,$20–30K/yr∙Full-time job,
10073863,2025-12-28 22:00:10,APPLIED,Resume Only,Arctex Inc.,Backend Engineer Intern (Fall),https://app.joinhandshake.com/jobs/10073863,Remote,$150–250/mo,
10554840,2025-12-28 22:00:24,External,,New America,build4good summer intern-mentorship program,https://app.joinhandshake.com/jobs/10554840,"Remote or Washington, DC",$20–30/hr,
10581191,2025-12-29 11:55:27,External,,Acarin Inc,Data Scientist Intern,https://app.joinhandshake.com/jobs/10581191,"Remote or Columbia, MD",$16–30/hr,
10422532,2025-12-29 11:55:36,External,,United States Steel Corporation,IT Intern,https://app.joinhandshake.com/jobs/10422532,"Remote or Pittsburgh, PA",$22/hr,
10257867,2025-12-29 11:55:38,External,,ServiceNow,UTG - Software Engineer Internships - Summer 2026,https://app.joinhandshake.com/jobs/10257867,"Remote or Santa Clara, CA + 1",$40–50/hr,
10597485,2025-12-29 11:55:40,APPLIED,Resume Only,Chapter One,Business Operations Summer Internship 2026,https://app.joinhandshake.com/jobs/10597485,Remote,$500/mo,
10597328,2025-12-29 11:55:48,External,,Next Play Games,Startup Finance Internship,https://app.joinhandshake.com/jobs/10597328,Remote,$20–35/hr∙Internship,
10575940,2025-12-29 11:55:50,External,,Outset,Social Media Internship,https://app.joinhandshake.com/jobs/10575940,Remote,$30/hr,
10574770,2025-12-29 11:59:54,APPLIED,Resume Only,Blue Voice,Operations Intern,https://app.joinhandshake.com/jobs/10574770,Remote,$15–20/hr,
10300503,2025-12-29 12:07:24,Failed,Validation Error,AnnexBox,Digital Marketing Developer,https://app.joinhandshake.com/jobs/10300503,Remote,$60/mo,
10576054,2025-12-29 12:07:57,External,,Corsair,Graphic Design Intern - Web & Print,https://app.joinhandshake.com/jobs/10576054,Remote,$25/hr,
10277694,2025-12-29 12:08:05,Saved,"Cover Letter, Document Selector (search your cover letters)",Modeling and Simulation using Vensim,Modeling and Simulation using Vensim ,https://app.joinhandshake.com/jobs/10277694,Remote,$4–5K/mo∙Full-time job,
10126927,2025-12-29 12:08:08,APPLIED,Resume Only,"Like Media, Inc.",Digital Marketing SEO Intern,https://app.joinhandshake.com/jobs/10126927,Remote,$1K/yr,
10597296,2025-12-29 12:08:15,External,,Serable LLC,Recruitment Internship,https://app.joinhandshake.com/jobs/10597296,Remote,$20–30/hr,
10577496,2025-12-29 12:08:17,External,,University of Phoenix,Internal Audit Summer 2026 Internship,https://app.joinhandshake.com/jobs/10577496,Remote,$20–30/hr,
9979734,2025-12-29 12:08:19,Saved,"Cover Letter, Transcript, Document Selector (search your transcripts)",Industrial Technology Research Institute (ITRI),ICL Intern_Medical AI Application Development Intern,https://app.joinhandshake.com/jobs/9979734,"Remote or 新竹市, Hsinchu City",$1–2K/mo,
10438655,2025-12-29 12:08:29,External,,VoteHub,Data Analytics Intern (Summer 2026),https://app.joinhandshake.com/jobs/10438655,Remote,$11.78–17.02/hr,
10411059,2025-12-29 12:15:55,Saved,"Transcript, Document Selector (search your transcripts)",Linksome,AI Product Manager Intern (Remote Accepted),https://app.joinhandshake.com/jobs/10411059,"Remote or Shenzhen Shi, Guangdong",$2–3K/mo,
10562128,2025-12-29 12:15:58,External,,HOF Capital,Growth Investment Spring Analyst,https://app.joinhandshake.com/jobs/10562128,"Remote or New York, NY",$1–6K/mo,
10542584,2025-12-29 12:16:01,Saved,"Cover Letter, Document Selector (search your cover letters)",Product Design CAD Intern,Product Design CAD Intern,https://app.joinhandshake.com/jobs/10542584,"Remote or Sparks, NV",$20–30/hr∙Internship,
10154709,2025-12-29 12:16:05,Saved,"Other Docs, Document Selector (search your other documents)",Founder’s Apprentice — GTM & AI Growth,Founder’s Apprentice — GTM & AI Growth,https://app.joinhandshake.com/jobs/10154709,Remote,$1K/mo,
10448907,2025-12-29 12:16:08,External,,"Molina Healthcare, Inc.",Payment Integrity Intern (Analytics) - REMOTE,https://app.joinhandshake.com/jobs/10448907,Remote,$21.16–21.66/hr,
10311408,2025-12-29 12:16:11,External,,Hubbell Incorporated,Hubbell Summer 2026 Internships,https://app.joinhandshake.com/jobs/10311408,"Remote or Boonton, NJ + 16",$22.50–29/hr,
10508560,2025-12-29 12:16:13,Skipped,,Trane Technologies,2026 Construction Project Management Intern,https://app.joinhandshake.com/jobs/10508560,Remote,$21–30/hr,
10446511,2025-12-29 12:16:16,APPLIED,Resume Only,Lincoln Financial,Financial Reporting Intern (June 2026),https://app.joinhandshake.com/jobs/10446511,"Remote or Radnor, PA + 1",$500–1K/yr∙Internship∙Jan 4–Apr 29,
10313403,2025-12-29 12:16:24,APPLIED,Resume Only,BuildCores,3D Engineer,https://app.joinhandshake.com/jobs/10313403,Remote,$1–2K/mo,
10525565,2025-12-29 12:16:32,APPLIED,Resume Only,Plot Party AI,AI Video Creation Platform - Social Media Intern,https://app.joinhandshake.com/jobs/10525565,"Remote or San Francisco, CA",$20–30/hr,
10586823,2025-12-29 12:16:40,External,,North Carolina Clean Energy Fund,Intern - Clean Energy Finance,https://app.joinhandshake.com/jobs/10586823,Remote,$25/hr,
10587804,2025-12-29 12:16:42,Saved,"Other Docs, Document Selector (search your other documents)",Nuggy.io,UI/UX Product Designer,https://app.joinhandshake.com/jobs/10587804,Remote,$55–95/hr∙Full-time job,
9785327,2025-12-29 12:16:46,Saved,"Cover Letter, Document Selector (search your cover letters)",Sales Intern,Sales Intern,https://app.joinhandshake.com/jobs/9785327,Remote,$7.25–10/hr∙Internship,
10296716,2025-12-29 12:22:10,APPLIED,Resume Only,Abacus Insights,Post-Grad Data Engineer,https://app.joinhandshake.com/jobs/10296716,Remote,$30/hr,
10538650,2025-12-29 12:22:20,External,,CPI Card Group,"Internal Audit Intern, Accounting/Business Process - Summer 2026 & Fall 2026",https://app.joinhandshake.com/jobs/10538650,Remote,$25–30/hr,
10315852,2025-12-29 12:22:22,External,,"UTRS, Inc.",Tableau Dashboard Design Intern,https://app.joinhandshake.com/jobs/10315852,Remote,$15–20/hr∙Full-time job,
10262194,2025-12-29 12:22:25,External,,Atlassian,"Security Engineer Intern, 2026 Summer U.S.",https://app.joinhandshake.com/jobs/10262194,"Remote or Seattle, WA",$49–75/hr,
10449703,2025-12-29 12:22:27,External,,ServiceNow,Digital Technology (DT) - Associate Data Informatics Analyst Intern ,https://app.joinhandshake.com/jobs/10449703,"Remote or Santa Clara, CA",$40.87/hr,
10501560,2025-12-29 12:22:36,External,,Massachusetts Institute of Technology (MIT),MIT Beaver Works - CyberOps Teaching Assistant,https://app.joinhandshake.com/jobs/10501560,Remote,$18–25/hr,
10302033,2025-12-29 12:22:38,Saved,"Cover Letter, Document Selector (search your cover letters)",Planticular Inc.,Business Operations Intern,https://app.joinhandshake.com/jobs/10302033,Remote,$1–2K/mo∙Internship,
10582048,2025-12-29 12:22:43,External,,BioMarin Pharmaceutical Inc,"Intern, Regulatory Information Management and Technology",https://app.joinhandshake.com/jobs/10582048,Remote,$24–27/hr,
10563658,2025-12-29 12:22:46,Skipped,,"Measures, Inc",iOS Engineer - Intern,https://app.joinhandshake.com/jobs/10563658,Remote,$50–60/hr,
10307730,2025-12-29 12:22:48,Skipped,,Trane Technologies,2026 Energy Engineering Intern (Remote),https://app.joinhandshake.com/jobs/10307730,Remote,$22.50–31/yr,
10417468,2025-12-29 12:22:51,Skipped,,UMD - Applied Research Laboratory for Intelligence and Security (ARLIS),REMOTE Intelligence and Security Internship,https://app.joinhandshake.com/jobs/10417468,"Remote or College Park, MD",$22.50–30/hr,
10547017,2025-12-29 12:22:53,External,,WHYOU,Penn Brand Ambassador for New Social App,https://app.joinhandshake.com/jobs/10547017,Remote,$5–25K/yr,
10589800,2025-12-29 12:22:55,External,,Merjent Inc,Human Resources Intern,https://app.joinhandshake.com/jobs/10589800,Remote,$22/hr,
10417808,2025-12-29 12:22:58,External,,Insmed,Summer Intern – AI-Based Protein Design,https://app.joinhandshake.com/jobs/10417808,Remote,$25–35/hr,
9785321,2025-12-29 12:23:00,Saved,"Cover Letter, Document Selector (search your cover letters)",Sales Intern,Sales Intern,https://app.joinhandshake.com/jobs/9785321,Remote,$7.25–10/hr∙Internship,
10563154,2025-12-29 12:23:05,External,,Oak Ridge Institute for Science and Education,2026 DOE Scholars Program,https://app.joinhandshake.com/jobs/10563154,"Remote or Washington, DC","$2,800–3K/mo",
10035222,2025-12-29 12:23:08,APPLIED,Resume Only,ABLE Platform,Business Development Intern,https://app.joinhandshake.com/jobs/10035222,Remote,$20/hr∙Internship,
10271043,2025-12-29 12:23:17,External,,Federal Home Loan Bank of Des Moines,IT Back Office Co-Op,https://app.joinhandshake.com/jobs/10271043,"Remote or Des Moines, IA",$22/hr,
10542902,2025-12-29 12:23:19,Saved,"Cover Letter, Document Selector (search your cover letters)",Music Production Intern,Music Production Intern,https://app.joinhandshake.com/jobs/10542902,Remote,$15–20/hr,
10498089,2025-12-29 12:23:32,External,,ServiceNow,Business Operations Analyst Intern,https://app.joinhandshake.com/jobs/10498089,"Remote or San Diego, CA",$32.66/hr,
10574125,2025-12-29 12:23:34,Saved,"Cover Letter, Document Selector (search your cover letters)",iCORE Method,Social Media and Marketing Intern,https://app.joinhandshake.com/jobs/10574125,Remote,$12–20/hr,
10331610,2025-12-29 12:23:39,External,,ServiceNow,ServiceNow Security Organization (SSO) - Associate Security Risk Analyst Intern,https://app.joinhandshake.com/jobs/10331610,"Remote or San Diego, CA",$36.78/hr,
10505503,2025-12-29 12:23:41,Saved,"Cover Letter, Document Selector (search your cover letters)",Empire Investment Bank,2026 Spring Investment Banking Analyst Position,https://app.joinhandshake.com/jobs/10505503,Remote,$70–80K/yr∙Full-time job,
